,id,state,state_abbreviation,county,party,candidate,fraction_votes,AGE775214,RHI825214,EDU635213,SEX255214,INC110213,POP060210
113,113,Nebraska,NE,Madison,Democrat,Hillary Clinton,0.392,15.6,81.3,87.2,50.4,46566,60.9
114,114,Nebraska,NE,McPherson,Democrat,Hillary Clinton,0.75,19.9,96.6,94.4,50.0,54926,0.6
115,115,Nebraska,NE,McPherson,Democrat,Bernie Sanders,0.25,19.9,96.6,94.4,50.0,54926,0.6
116,116,Nebraska,NE,Merrick,Democrat,Hillary Clinton,0.583,18.8,93.0,90.7,50.1,50859,16.2
117,117,Nebraska,NE,Merrick,Democrat,Bernie Sanders,0.41700000000000004,18.8,93.0,90.7,50.1,50859,16.2
118,118,Nebraska,NE,Morrill,Democrat,Bernie Sanders,0.581,18.2,82.4,87.2,49.3,43886,3.5
119,119,Nebraska,NE,Morrill,Democrat,Hillary Clinton,0.419,18.2,82.4,87.2,49.3,43886,3.5
120,120,Nebraska,NE,Nance,Democrat,Hillary Clinton,0.56,20.6,96.2,88.6,49.9,44286,8.5
121,121,Nebraska,NE,Nance,Democrat,Bernie Sanders,0.44,20.6,96.2,88.6,49.9,44286,8.5
122,122,Nebraska,NE,Nemaha,Democrat,Bernie Sanders,0.527,18.0,94.4,92.2,50.7,42672,17.8
123,123,Nebraska,NE,Nemaha,Democrat,Hillary Clinton,0.473,18.0,94.4,92.2,50.7,42672,17.8
124,124,Nebraska,NE,Nuckolls,Democrat,Bernie Sanders,0.514,26.2,95.8,93.0,50.3,37594,7.8
125,125,Nebraska,NE,Nuckolls,Democrat,Hillary Clinton,0.486,26.2,95.8,93.0,50.3,37594,7.8
126,126,Nebraska,NE,Otoe,Democrat,Bernie Sanders,0.578,19.9,90.5,91.9,50.8,50881,25.6
127,127,Nebraska,NE,Otoe,Democrat,Hillary Clinton,0.42200000000000004,19.9,90.5,91.9,50.8,50881,25.6
128,128,Nebraska,NE,Pawnee,Democrat,Hillary Clinton,0.725,25.6,95.8,87.1,50.1,37321,6.4
129,129,Nebraska,NE,Pawnee,Democrat,Bernie Sanders,0.275,25.6,95.8,87.1,50.1,37321,6.4
130,130,Nebraska,NE,Perkins,Democrat,Hillary Clinton,0.762,21.9,95.1,91.0,49.3,58625,3.4
131,131,Nebraska,NE,Perkins,Democrat,Bernie Sanders,0.23800000000000002,21.9,95.1,91.0,49.3,58625,3.4
132,132,Nebraska,NE,Phelps,Democrat,Bernie Sanders,0.56,20.1,92.7,94.2,50.3,50000,17.0
133,133,Nebraska,NE,Phelps,Democrat,Hillary Clinton,0.44,20.1,92.7,94.2,50.3,50000,17.0
134,134,Nebraska,NE,Pierce,Democrat,Bernie Sanders,0.667,18.0,97.0,93.1,49.5,51924,12.7
135,135,Nebraska,NE,Pierce,Democrat,Hillary Clinton,0.33299999999999996,18.0,97.0,93.1,49.5,51924,12.7
136,136,Nebraska,NE,Platte,Democrat,Hillary Clinton,0.542,15.7,81.2,88.6,49.4,51213,47.8
137,137,Nebraska,NE,Platte,Democrat,Bernie Sanders,0.45799999999999996,15.7,81.2,88.6,49.4,51213,47.8
138,138,Nebraska,NE,Polk,Democrat,Hillary Clinton,0.534,20.2,94.8,93.6,50.2,52848,12.3
139,139,Nebraska,NE,Polk,Democrat,Bernie Sanders,0.466,20.2,94.8,93.6,50.2,52848,12.3
140,140,Nebraska,NE,Richardson,Democrat,Hillary Clinton,0.563,23.8,92.5,92.4,50.4,38582,15.2
141,141,Nebraska,NE,Richardson,Democrat,Bernie Sanders,0.43799999999999994,23.8,92.5,92.4,50.4,38582,15.2
142,142,Nebraska,NE,Rock,Democrat,Bernie Sanders,0.7,21.8,96.3,91.9,49.8,43500,1.5
143,143,Nebraska,NE,Rock,Democrat,Hillary Clinton,0.3,21.8,96.3,91.9,49.8,43500,1.5
