,id,state,state_abbreviation,county,party,candidate,fraction_votes,AGE775214,RHI825214,EDU635213,SEX255214,INC110213,POP060210
114,114,Kentucky,KY,Cumberland,Republican,Marco Rubio,0.174,20.7,94.5,73.0,51.2,31593,22.5
115,115,Kentucky,KY,Cumberland,Republican,John Kasich,0.087,20.7,94.5,73.0,51.2,31593,22.5
116,116,Kentucky,KY,Daviess,Republican,Ted Cruz,0.369,16.0,89.5,88.0,51.5,46555,210.9
117,117,Kentucky,KY,Daviess,Republican,Donald Trump,0.253,16.0,89.5,88.0,51.5,46555,210.9
118,118,Kentucky,KY,Daviess,Republican,Marco Rubio,0.223,16.0,89.5,88.0,51.5,46555,210.9
119,119,Kentucky,KY,Daviess,Republican,John Kasich,0.14300000000000002,16.0,89.5,88.0,51.5,46555,210.9
120,120,Kentucky,KY,Edmonson,Republican,Donald Trump,0.53,19.3,95.8,78.9,49.8,37646,40.2
121,121,Kentucky,KY,Edmonson,Republican,Ted Cruz,0.21,19.3,95.8,78.9,49.8,37646,40.2
122,122,Kentucky,KY,Edmonson,Republican,Marco Rubio,0.15,19.3,95.8,78.9,49.8,37646,40.2
123,123,Kentucky,KY,Edmonson,Republican,John Kasich,0.091,19.3,95.8,78.9,49.8,37646,40.2
124,124,Kentucky,KY,Elliott,Republican,Donald Trump,0.436,18.3,94.6,70.0,43.5,24246,33.5
125,125,Kentucky,KY,Elliott,Republican,Ted Cruz,0.385,18.3,94.6,70.0,43.5,24246,33.5
126,126,Kentucky,KY,Elliott,Republican,John Kasich,0.10300000000000001,18.3,94.6,70.0,43.5,24246,33.5
127,127,Kentucky,KY,Elliott,Republican,Marco Rubio,0.077,18.3,94.6,70.0,43.5,24246,33.5
128,128,Kentucky,KY,Estill,Republican,Donald Trump,0.48,17.1,97.9,72.7,50.7,29184,58.0
129,129,Kentucky,KY,Estill,Republican,Ted Cruz,0.244,17.1,97.9,72.7,50.7,29184,58.0
130,130,Kentucky,KY,Estill,Republican,Marco Rubio,0.135,17.1,97.9,72.7,50.7,29184,58.0
131,131,Kentucky,KY,Estill,Republican,John Kasich,0.061,17.1,97.9,72.7,50.7,29184,58.0
132,132,Kentucky,KY,Fayette,Republican,Ted Cruz,0.29100000000000004,11.7,72.3,88.6,50.9,48398,1042.8
133,133,Kentucky,KY,Fayette,Republican,Donald Trump,0.251,11.7,72.3,88.6,50.9,48398,1042.8
134,134,Kentucky,KY,Fayette,Republican,Marco Rubio,0.223,11.7,72.3,88.6,50.9,48398,1042.8
135,135,Kentucky,KY,Fayette,Republican,John Kasich,0.22,11.7,72.3,88.6,50.9,48398,1042.8
136,136,Kentucky,KY,Fleming,Republican,Donald Trump,0.423,16.2,96.0,76.0,50.8,32495,41.2
137,137,Kentucky,KY,Fleming,Republican,Ted Cruz,0.314,16.2,96.0,76.0,50.8,32495,41.2
138,138,Kentucky,KY,Fleming,Republican,John Kasich,0.134,16.2,96.0,76.0,50.8,32495,41.2
139,139,Kentucky,KY,Fleming,Republican,Marco Rubio,0.10400000000000001,16.2,96.0,76.0,50.8,32495,41.2
140,140,Kentucky,KY,Floyd,Republican,Donald Trump,0.479,16.0,97.3,73.6,51.2,30476,100.3
141,141,Kentucky,KY,Floyd,Republican,Ted Cruz,0.253,16.0,97.3,73.6,51.2,30476,100.3
142,142,Kentucky,KY,Floyd,Republican,Marco Rubio,0.124,16.0,97.3,73.6,51.2,30476,100.3
143,143,Kentucky,KY,Floyd,Republican,John Kasich,0.11199999999999999,16.0,97.3,73.6,51.2,30476,100.3
144,144,Kentucky,KY,Franklin,Republican,Ted Cruz,0.33399999999999996,16.3,82.0,86.1,51.8,46071,237.2
145,145,Kentucky,KY,Franklin,Republican,Donald Trump,0.278,16.3,82.0,86.1,51.8,46071,237.2
146,146,Kentucky,KY,Franklin,Republican,Marco Rubio,0.20199999999999999,16.3,82.0,86.1,51.8,46071,237.2
147,147,Kentucky,KY,Franklin,Republican,John Kasich,0.158,16.3,82.0,86.1,51.8,46071,237.2
148,148,Kentucky,KY,Fulton,Republican,Donald Trump,0.418,19.4,71.3,76.5,50.6,33582,33.2
149,149,Kentucky,KY,Fulton,Republican,Ted Cruz,0.354,19.4,71.3,76.5,50.6,33582,33.2
150,150,Kentucky,KY,Fulton,Republican,John Kasich,0.127,19.4,71.3,76.5,50.6,33582,33.2
151,151,Kentucky,KY,Fulton,Republican,Marco Rubio,0.08900000000000001,19.4,71.3,76.5,50.6,33582,33.2
152,152,Kentucky,KY,Gallatin,Republican,Donald Trump,0.41700000000000004,12.3,91.3,75.2,49.5,43793,84.8
153,153,Kentucky,KY,Gallatin,Republican,Ted Cruz,0.28300000000000003,12.3,91.3,75.2,49.5,43793,84.8
154,154,Kentucky,KY,Gallatin,Republican,John Kasich,0.207,12.3,91.3,75.2,49.5,43793,84.8
155,155,Kentucky,KY,Gallatin,Republican,Marco Rubio,0.086,12.3,91.3,75.2,49.5,43793,84.8
156,156,Kentucky,KY,Garrard,Republican,Donald Trump,0.425,16.4,94.1,80.5,50.8,44652,73.5
157,157,Kentucky,KY,Garrard,Republican,Ted Cruz,0.33399999999999996,16.4,94.1,80.5,50.8,44652,73.5
158,158,Kentucky,KY,Garrard,Republican,Marco Rubio,0.13,16.4,94.1,80.5,50.8,44652,73.5
159,159,Kentucky,KY,Garrard,Republican,John Kasich,0.094,16.4,94.1,80.5,50.8,44652,73.5
160,160,Kentucky,KY,Grant,Republican,Donald Trump,0.381,12.6,94.5,82.4,50.1,46159,95.6
161,161,Kentucky,KY,Grant,Republican,Ted Cruz,0.35100000000000003,12.6,94.5,82.4,50.1,46159,95.6
162,162,Kentucky,KY,Grant,Republican,John Kasich,0.154,12.6,94.5,82.4,50.1,46159,95.6
163,163,Kentucky,KY,Grant,Republican,Marco Rubio,0.099,12.6,94.5,82.4,50.1,46159,95.6
164,164,Kentucky,KY,Graves,Republican,Ted Cruz,0.496,17.2,87.0,80.8,50.9,38394,67.3
165,165,Kentucky,KY,Graves,Republican,Donald Trump,0.301,17.2,87.0,80.8,50.9,38394,67.3
166,166,Kentucky,KY,Graves,Republican,Marco Rubio,0.11199999999999999,17.2,87.0,80.8,50.9,38394,67.3
167,167,Kentucky,KY,Graves,Republican,John Kasich,0.078,17.2,87.0,80.8,50.9,38394,67.3
168,168,Kentucky,KY,Grayson,Republican,Donald Trump,0.39399999999999996,16.2,95.9,76.0,49.7,32399,51.8
169,169,Kentucky,KY,Grayson,Republican,Ted Cruz,0.276,16.2,95.9,76.0,49.7,32399,51.8
170,170,Kentucky,KY,Grayson,Republican,Marco Rubio,0.188,16.2,95.9,76.0,49.7,32399,51.8
171,171,Kentucky,KY,Grayson,Republican,John Kasich,0.113,16.2,95.9,76.0,49.7,32399,51.8
172,172,Kentucky,KY,Green,Republican,Donald Trump,0.486,19.6,94.7,76.3,50.5,34406,39.4
173,173,Kentucky,KY,Green,Republican,Ted Cruz,0.247,19.6,94.7,76.3,50.5,34406,39.4
174,174,Kentucky,KY,Green,Republican,Marco Rubio,0.151,19.6,94.7,76.3,50.5,34406,39.4
175,175,Kentucky,KY,Green,Republican,John Kasich,0.092,19.6,94.7,76.3,50.5,34406,39.4
176,176,Kentucky,KY,Greenup,Republican,Ted Cruz,0.369,19.1,96.2,82.9,51.5,44060,107.2
177,177,Kentucky,KY,Greenup,Republican,Donald Trump,0.368,19.1,96.2,82.9,51.5,44060,107.2
178,178,Kentucky,KY,Greenup,Republican,John Kasich,0.16399999999999998,19.1,96.2,82.9,51.5,44060,107.2
179,179,Kentucky,KY,Greenup,Republican,Marco Rubio,0.08800000000000001,19.1,96.2,82.9,51.5,44060,107.2
180,180,Kentucky,KY,Hancock,Republican,Ted Cruz,0.402,16.1,95.9,86.8,48.8,51189,45.6
181,181,Kentucky,KY,Hancock,Republican,Donald Trump,0.278,16.1,95.9,86.8,48.8,51189,45.6
182,182,Kentucky,KY,Hancock,Republican,Marco Rubio,0.17800000000000002,16.1,95.9,86.8,48.8,51189,45.6
183,183,Kentucky,KY,Hancock,Republican,John Kasich,0.128,16.1,95.9,86.8,48.8,51189,45.6
184,184,Kentucky,KY,Hardin,Republican,Donald Trump,0.34299999999999997,12.3,76.2,88.1,50.1,48687,169.3
185,185,Kentucky,KY,Hardin,Republican,Ted Cruz,0.331,12.3,76.2,88.1,50.1,48687,169.3
186,186,Kentucky,KY,Hardin,Republican,Marco Rubio,0.182,12.3,76.2,88.1,50.1,48687,169.3
187,187,Kentucky,KY,Hardin,Republican,John Kasich,0.127,12.3,76.2,88.1,50.1,48687,169.3
188,188,Kentucky,KY,Harlan,Republican,Donald Trump,0.413,16.3,95.1,71.0,51.3,25906,62.9
189,189,Kentucky,KY,Harlan,Republican,Ted Cruz,0.319,16.3,95.1,71.0,51.3,25906,62.9
190,190,Kentucky,KY,Harlan,Republican,Marco Rubio,0.21600000000000003,16.3,95.1,71.0,51.3,25906,62.9
191,191,Kentucky,KY,Harlan,Republican,John Kasich,0.009000000000000001,16.3,95.1,71.0,51.3,25906,62.9
192,192,Kentucky,KY,Harrison,Republican,Donald Trump,0.376,16.5,93.7,80.0,51.0,36048,61.5
193,193,Kentucky,KY,Harrison,Republican,Ted Cruz,0.355,16.5,93.7,80.0,51.0,36048,61.5
194,194,Kentucky,KY,Harrison,Republican,Marco Rubio,0.136,16.5,93.7,80.0,51.0,36048,61.5
195,195,Kentucky,KY,Harrison,Republican,John Kasich,0.121,16.5,93.7,80.0,51.0,36048,61.5
196,196,Kentucky,KY,Hart,Republican,Donald Trump,0.46299999999999997,16.2,91.8,71.2,50.6,33408,44.2
197,197,Kentucky,KY,Hart,Republican,Ted Cruz,0.33,16.2,91.8,71.2,50.6,33408,44.2
198,198,Kentucky,KY,Hart,Republican,Marco Rubio,0.12,16.2,91.8,71.2,50.6,33408,44.2
199,199,Kentucky,KY,Hart,Republican,John Kasich,0.078,16.2,91.8,71.2,50.6,33408,44.2
200,200,Kentucky,KY,Henderson,Republican,Ted Cruz,0.429,15.7,87.5,85.0,51.5,41940,105.9
201,201,Kentucky,KY,Henderson,Republican,Donald Trump,0.27,15.7,87.5,85.0,51.5,41940,105.9
202,202,Kentucky,KY,Henderson,Republican,John Kasich,0.14800000000000002,15.7,87.5,85.0,51.5,41940,105.9
203,203,Kentucky,KY,Henderson,Republican,Marco Rubio,0.133,15.7,87.5,85.0,51.5,41940,105.9
204,204,Kentucky,KY,Henry,Republican,Donald Trump,0.39,16.0,91.7,79.5,50.6,46016,53.9
205,205,Kentucky,KY,Henry,Republican,Ted Cruz,0.37200000000000005,16.0,91.7,79.5,50.6,46016,53.9
206,206,Kentucky,KY,Henry,Republican,Marco Rubio,0.129,16.0,91.7,79.5,50.6,46016,53.9
207,207,Kentucky,KY,Henry,Republican,John Kasich,0.083,16.0,91.7,79.5,50.6,46016,53.9
208,208,Kentucky,KY,Hickman,Republican,Ted Cruz,0.593,23.6,87.6,79.0,52.6,34029,20.2
209,209,Kentucky,KY,Hickman,Republican,Donald Trump,0.263,23.6,87.6,79.0,52.6,34029,20.2
210,210,Kentucky,KY,Hickman,Republican,John Kasich,0.07200000000000001,23.6,87.6,79.0,52.6,34029,20.2
211,211,Kentucky,KY,Hickman,Republican,Marco Rubio,0.07200000000000001,23.6,87.6,79.0,52.6,34029,20.2
212,212,Kentucky,KY,Hopkins,Republican,Donald Trump,0.34600000000000003,17.1,88.9,82.6,51.2,40891,86.6
213,213,Kentucky,KY,Hopkins,Republican,Ted Cruz,0.33899999999999997,17.1,88.9,82.6,51.2,40891,86.6
214,214,Kentucky,KY,Hopkins,Republican,Marco Rubio,0.182,17.1,88.9,82.6,51.2,40891,86.6
215,215,Kentucky,KY,Hopkins,Republican,John Kasich,0.107,17.1,88.9,82.6,51.2,40891,86.6
216,216,Kentucky,KY,Jackson,Republican,Donald Trump,0.509,15.6,98.1,69.3,50.0,26156,39.1
217,217,Kentucky,KY,Jackson,Republican,Ted Cruz,0.311,15.6,98.1,69.3,50.0,26156,39.1
218,218,Kentucky,KY,Jackson,Republican,Marco Rubio,0.08,15.6,98.1,69.3,50.0,26156,39.1
219,219,Kentucky,KY,Jackson,Republican,John Kasich,0.07400000000000001,15.6,98.1,69.3,50.0,26156,39.1
220,220,Kentucky,KY,Jefferson,Republican,Donald Trump,0.301,14.5,69.3,88.1,51.8,46959,1948.1
221,221,Kentucky,KY,Jefferson,Republican,Ted Cruz,0.28600000000000003,14.5,69.3,88.1,51.8,46959,1948.1
222,222,Kentucky,KY,Jefferson,Republican,Marco Rubio,0.235,14.5,69.3,88.1,51.8,46959,1948.1
223,223,Kentucky,KY,Jefferson,Republican,John Kasich,0.16399999999999998,14.5,69.3,88.1,51.8,46959,1948.1
224,224,Kentucky,KY,Jessamine,Republican,Ted Cruz,0.39,13.4,90.5,84.6,51.4,49024,282.3
225,225,Kentucky,KY,Jessamine,Republican,Donald Trump,0.268,13.4,90.5,84.6,51.4,49024,282.3
226,226,Kentucky,KY,Jessamine,Republican,Marco Rubio,0.183,13.4,90.5,84.6,51.4,49024,282.3
227,227,Kentucky,KY,Jessamine,Republican,John Kasich,0.146,13.4,90.5,84.6,51.4,49024,282.3
228,228,Kentucky,KY,Johnson,Republican,Donald Trump,0.54,16.1,97.5,74.2,50.8,34090,89.2
229,229,Kentucky,KY,Johnson,Republican,Ted Cruz,0.201,16.1,97.5,74.2,50.8,34090,89.2
230,230,Kentucky,KY,Johnson,Republican,John Kasich,0.129,16.1,97.5,74.2,50.8,34090,89.2
231,231,Kentucky,KY,Johnson,Republican,Marco Rubio,0.11599999999999999,16.1,97.5,74.2,50.8,34090,89.2
232,232,Kentucky,KY,Kenton,Republican,Ted Cruz,0.33399999999999996,12.7,89.2,88.8,50.6,54270,996.7
233,233,Kentucky,KY,Kenton,Republican,Donald Trump,0.26899999999999996,12.7,89.2,88.8,50.6,54270,996.7
234,234,Kentucky,KY,Kenton,Republican,John Kasich,0.235,12.7,89.2,88.8,50.6,54270,996.7
235,235,Kentucky,KY,Kenton,Republican,Marco Rubio,0.14800000000000002,12.7,89.2,88.8,50.6,54270,996.7
236,236,Kentucky,KY,Knott,Republican,Donald Trump,0.41100000000000003,15.8,97.5,70.4,50.3,33889,46.5
237,237,Kentucky,KY,Knott,Republican,Ted Cruz,0.33299999999999996,15.8,97.5,70.4,50.3,33889,46.5
